job_id,industry,job_title,experience_level,employment_type,salary_min_usd,salary_max_usd,posted_date,company_size
1060,Tech,AI Product Manager,Mid,Internship,104563,140859,04-03-2025,Startup
1061,Tech,Data Scientist,Mid,Full-time,119393,154411,17-12-2023,Mid
1062,Healthcare,Data Scientist,Senior,Contract,52342,65593,05-01-2024,Mid
1063,Finance,ML Engineer,Senior,Remote,110675,194128,01-12-2023,Large
1064,Finance,Data Scientist,Entry,Remote,93518,182685,12-06-2025,Large
1065,Education,NLP Engineer,Entry,Contract,80174,143646,26-10-2023,Mid
1066,Automotive,Data Analyst,Senior,Contract,90229,182531,13-03-2025,Mid
1067,Education,Quant Researcher,Entry,Full-time,42741,138581,14-01-2024,Mid
1068,Finance,ML Engineer,Mid,Full-time,141028,211158,31-08-2025,Startup
1069,E-commerce,ML Engineer,Entry,Internship,62711,120957,17-02-2025,Startup
1070,Healthcare,ML Engineer,Mid,Full-time,140092,164804,28-02-2025,Mid
1071,Tech,AI Product Manager,Mid,Internship,72382,84197,13-04-2025,Mid
1072,Retail,NLP Engineer,Senior,Remote,91789,114759,23-06-2025,Large
1073,E-commerce,AI Product Manager,Entry,Internship,112036,153498,08-02-2025,Large
1074,Healthcare,NLP Engineer,Mid,Full-time,45224,79444,13-06-2025,Startup
1075,Automotive,Quant Researcher,Entry,Internship,62949,91600,19-12-2023,Startup
1076,Automotive,Data Analyst,Senior,Full-time,67630,155926,25-04-2025,Large
1077,E-commerce,AI Researcher,Entry,Contract,92512,136705,12-12-2023,Mid
1078,Finance,Data Analyst,Mid,Remote,96374,117586,18-06-2024,Large
1079,Retail,NLP Engineer,Mid,Internship,72840,136135,28-05-2025,Large
1080,Retail,NLP Engineer,Mid,Remote,107564,192348,01-09-2025,Mid
1081,Automotive,AI Product Manager,Entry,Full-time,101793,153283,14-07-2024,Startup
1082,Retail,Data Analyst,Senior,Remote,111604,157715,25-03-2025,Startup
1083,E-commerce,Quant Researcher,Senior,Remote,124909,142566,01-09-2025,Mid
1084,Tech,Data Scientist,Senior,Contract,142140,231014,15-02-2024,Startup
1085,Tech,ML Engineer,Senior,Full-time,74360,154591,24-12-2023,Startup
1086,Healthcare,Data Analyst,Senior,Contract,142266,205665,06-04-2024,Large
1087,E-commerce,NLP Engineer,Senior,Full-time,85449,173276,24-01-2025,Mid
1088,Retail,AI Product Manager,Mid,Contract,72838,82839,26-09-2023,Startup
1089,Automotive,Computer Vision Engineer,Entry,Remote,58883,94087,13-01-2024,Mid
1090,E-commerce,Data Analyst,Entry,Internship,137871,236301,19-07-2024,Mid
1091,Education,Quant Researcher,Senior,Remote,72807,148336,11-03-2025,Large
1092,Finance,AI Product Manager,Senior,Full-time,121770,181258,23-02-2024,Startup
1093,Education,Data Analyst,Entry,Internship,59736,141312,10-09-2025,Large
1094,Automotive,Data Analyst,Mid,Internship,54563,120250,28-12-2023,Large
1095,Tech,AI Product Manager,Senior,Full-time,59528,141804,11-12-2024,Mid
1096,Retail,Computer Vision Engineer,Senior,Full-time,135458,162633,19-09-2025,Mid
1097,Retail,NLP Engineer,Mid,Internship,120849,175578,20-03-2025,Startup
1098,Automotive,ML Engineer,Entry,Internship,114398,162569,11-10-2023,Large
1099,Tech,AI Product Manager,Entry,Remote,102033,129786,16-09-2024,Mid
1100,E-commerce,AI Product Manager,Mid,Internship,109096,152219,13-10-2023,Startup
1101,Healthcare,NLP Engineer,Mid,Internship,42116,124383,21-06-2024,Large
1102,Finance,Data Scientist,Entry,Internship,101352,179549,25-07-2024,Large
1103,Retail,AI Researcher,Senior,Full-time,66107,154510,21-11-2024,Large
1104,Finance,NLP Engineer,Senior,Remote,47058,61355,03-12-2024,Mid
1105,Finance,AI Researcher,Entry,Full-time,134451,175964,11-11-2023,Startup
1106,Tech,Data Analyst,Entry,Full-time,65526,112033,13-03-2024,Startup
1107,E-commerce,NLP Engineer,Mid,Internship,98233,144034,17-01-2025,Large
1108,Healthcare,Quant Researcher,Senior,Internship,63107,93304,24-07-2024,Startup
1109,Tech,Quant Researcher,Mid,Contract,111226,163698,13-09-2024,Mid
1110,Tech,AI Product Manager,Mid,Contract,75074,155545,11-11-2023,Large
1111,E-commerce,Quant Researcher,Mid,Full-time,80973,145159,03-10-2023,Large
1112,Education,Quant Researcher,Mid,Contract,93507,119377,27-04-2024,Startup
1113,Finance,ML Engineer,Senior,Internship,50076,79334,21-10-2024,Large
1114,Automotive,Data Scientist,Entry,Contract,134300,219809,06-04-2025,Mid
1115,Tech,NLP Engineer,Entry,Internship,97395,189060,23-12-2024,Large
1116,Automotive,NLP Engineer,Senior,Internship,144238,220052,14-01-2024,Mid
1117,E-commerce,Data Scientist,Mid,Contract,149741,230920,04-07-2024,Large
1118,Retail,AI Researcher,Senior,Contract,106079,137034,08-12-2023,Mid
1119,Automotive,Computer Vision Engineer,Senior,Remote,98445,165573,27-11-2024,Startup
1120,Retail,ML Engineer,Senior,Contract,43140,88722,17-09-2024,Startup
1121,Education,AI Product Manager,Mid,Remote,52046,121333,29-01-2024,Large
1122,E-commerce,AI Product Manager,Entry,Remote,99858,123912,27-01-2025,Startup
1123,Finance,Quant Researcher,Mid,Contract,88347,162648,22-04-2024,Mid
1124,E-commerce,NLP Engineer,Entry,Remote,111367,142733,11-12-2024,Large
1125,Healthcare,Data Analyst,Entry,Full-time,78429,144042,04-08-2025,Mid
1126,Education,Computer Vision Engineer,Senior,Remote,134633,217031,27-02-2025,Large
1127,Retail,ML Engineer,Senior,Internship,112953,211579,17-10-2024,Mid
1128,Education,NLP Engineer,Mid,Contract,144779,159980,14-12-2023,Mid
1129,Finance,Data Scientist,Entry,Contract,117277,164138,05-09-2025,Mid
1130,Retail,NLP Engineer,Mid,Internship,53255,64684,16-09-2025,Mid
1131,Retail,Data Scientist,Entry,Internship,113739,165657,05-06-2024,Startup
1132,Retail,Computer Vision Engineer,Mid,Remote,64726,112277,24-10-2024,Mid
1133,Education,NLP Engineer,Entry,Contract,47268,62862,23-11-2023,Startup
1134,Automotive,Computer Vision Engineer,Senior,Internship,119846,164604,19-06-2025,Startup
1135,Automotive,AI Product Manager,Senior,Internship,66099,141841,05-11-2023,Mid
1136,Tech,AI Product Manager,Mid,Contract,72050,137819,31-03-2024,Mid
1137,Education,AI Product Manager,Entry,Remote,90239,170922,24-03-2025,Startup
1138,Automotive,Data Analyst,Senior,Remote,94397,178121,02-08-2024,Large
1139,Finance,ML Engineer,Senior,Internship,110310,161110,18-07-2024,Startup
1140,Finance,NLP Engineer,Entry,Internship,55784,143211,12-05-2024,Mid
1141,Finance,Quant Researcher,Senior,Remote,149975,199905,11-04-2024,Large
1142,Automotive,Data Analyst,Mid,Internship,82338,95759,17-08-2025,Mid
1143,Finance,Quant Researcher,Mid,Remote,76484,111575,28-11-2024,Large
1144,E-commerce,NLP Engineer,Entry,Internship,147639,215331,22-09-2024,Startup
1145,Education,ML Engineer,Mid,Contract,63255,108370,10-10-2024,Mid
1146,E-commerce,ML Engineer,Entry,Remote,129625,193613,24-07-2025,Startup
1147,Retail,Data Scientist,Entry,Remote,136317,195529,25-07-2025,Large
1148,Retail,AI Product Manager,Mid,Full-time,148403,180220,30-06-2024,Mid
1149,Healthcare,Data Analyst,Senior,Full-time,142640,167377,17-04-2024,Large
1150,Automotive,ML Engineer,Entry,Internship,143807,217646,24-02-2025,Startup
1151,Finance,Computer Vision Engineer,Entry,Internship,83586,94806,01-07-2024,Mid
1152,Automotive,NLP Engineer,Senior,Full-time,147570,214641,25-03-2025,Startup
1153,Healthcare,ML Engineer,Entry,Full-time,130398,148438,23-10-2024,Mid
1154,Retail,Quant Researcher,Mid,Full-time,126850,203760,23-11-2023,Startup
1155,Tech,AI Researcher,Senior,Internship,63340,150275,10-04-2024,Large
1156,Tech,Data Analyst,Senior,Internship,52424,142189,19-08-2024,Mid
1157,Education,Quant Researcher,Mid,Contract,41157,118700,24-02-2024,Large
1158,Finance,AI Product Manager,Mid,Contract,134795,155851,05-03-2025,Startup
1159,Automotive,Data Scientist,Entry,Contract,147660,165793,05-05-2025,Startup
1160,Healthcare,ML Engineer,Entry,Contract,68918,165624,17-01-2024,Mid
1161,Healthcare,ML Engineer,Senior,Full-time,80600,149326,08-12-2023,Large
1162,Finance,AI Researcher,Mid,Contract,60613,118504,16-01-2024,Mid
1163,Automotive,Computer Vision Engineer,Senior,Remote,91079,126568,14-01-2025,Mid
1164,Retail,Quant Researcher,Mid,Contract,52422,78293,02-02-2024,Startup
1165,Education,Data Scientist,Senior,Internship,81248,174992,23-05-2024,Mid
1166,Automotive,AI Product Manager,Senior,Internship,67293,82384,02-05-2025,Mid
1167,Tech,Data Scientist,Mid,Contract,78872,152783,30-06-2024,Large
1168,E-commerce,NLP Engineer,Entry,Internship,122910,136367,07-10-2023,Startup
1169,Retail,Data Scientist,Entry,Internship,100828,139590,19-09-2025,Mid
1170,Automotive,Computer Vision Engineer,Mid,Internship,52943,87718,12-03-2024,Startup
1171,Finance,Data Scientist,Mid,Full-time,84079,116621,04-04-2024,Large
1172,Healthcare,Quant Researcher,Senior,Full-time,77131,153891,02-08-2024,Large
1173,E-commerce,AI Product Manager,Mid,Contract,64114,80848,03-01-2025,Mid
1174,Tech,AI Product Manager,Mid,Full-time,94393,193885,27-03-2024,Startup
1175,Automotive,AI Product Manager,Senior,Full-time,130255,148523,21-11-2024,Large
1176,Education,ML Engineer,Mid,Internship,116734,214659,28-10-2024,Mid
1177,Education,AI Product Manager,Senior,Full-time,148619,160261,09-09-2024,Mid
1178,Education,Data Analyst,Entry,Contract,95762,123849,20-07-2025,Startup
1179,Healthcare,Computer Vision Engineer,Mid,Contract,144929,213298,03-05-2025,Mid
1180,Healthcare,AI Product Manager,Entry,Full-time,64077,123461,20-12-2023,Mid
1181,E-commerce,Data Scientist,Entry,Contract,84270,128757,17-03-2025,Startup
1182,Retail,Data Analyst,Mid,Remote,134675,230472,03-02-2025,Mid
1183,Tech,AI Product Manager,Mid,Full-time,60301,147093,09-01-2025,Startup
1184,Tech,Data Scientist,Senior,Full-time,80142,137381,09-02-2025,Mid
1185,Automotive,AI Researcher,Entry,Contract,139587,157245,30-08-2024,Startup
1186,Tech,AI Researcher,Entry,Full-time,132458,195780,01-08-2025,Large
1187,Finance,ML Engineer,Entry,Contract,44138,83858,30-08-2025,Large
1188,Automotive,ML Engineer,Entry,Contract,85552,135909,01-06-2024,Mid
1189,Finance,Data Scientist,Entry,Remote,78016,138883,23-03-2024,Startup
1190,Finance,AI Researcher,Senior,Remote,132214,163110,03-10-2023,Mid
1191,Retail,ML Engineer,Senior,Full-time,139424,155189,30-04-2024,Large
1192,Retail,AI Researcher,Mid,Internship,77201,136368,21-12-2023,Startup
1193,Automotive,Data Analyst,Mid,Contract,53641,106882,21-10-2024,Startup
1194,E-commerce,Data Scientist,Senior,Contract,54875,88396,02-02-2025,Mid
1195,E-commerce,Data Scientist,Mid,Contract,71896,133164,27-01-2024,Mid
1196,E-commerce,Computer Vision Engineer,Entry,Full-time,54199,121277,09-02-2024,Startup
1197,Automotive,NLP Engineer,Mid,Remote,58539,140291,19-05-2025,Startup
1198,Healthcare,AI Researcher,Mid,Internship,81361,133784,31-12-2023,Startup
1199,Retail,Data Scientist,Senior,Remote,107193,148881,26-10-2023,Startup
1200,Education,Data Scientist,Entry,Contract,101110,159072,31-03-2025,Large
1201,Retail,Quant Researcher,Entry,Full-time,136800,229914,21-09-2024,Mid
1202,Tech,ML Engineer,Mid,Internship,124475,186998,25-03-2025,Startup
1203,Tech,Data Scientist,Senior,Internship,132410,187652,08-08-2024,Large
1204,E-commerce,NLP Engineer,Mid,Full-time,112490,177711,06-11-2023,Startup
1205,Retail,Quant Researcher,Entry,Internship,87425,138303,11-07-2025,Mid
1206,Finance,Quant Researcher,Entry,Contract,67422,166675,17-08-2024,Large
1207,Automotive,Data Scientist,Senior,Remote,60629,128509,25-01-2025,Mid
1208,Automotive,Data Analyst,Mid,Internship,141368,183538,05-10-2023,Startup
1209,E-commerce,AI Researcher,Entry,Remote,125075,152579,03-10-2024,Startup
1210,Education,Data Scientist,Mid,Full-time,140375,183044,11-01-2024,Mid
1211,Finance,Quant Researcher,Entry,Internship,58608,145805,28-09-2023,Startup
1212,Automotive,ML Engineer,Mid,Internship,51771,68566,01-01-2025,Mid
1213,Automotive,Data Analyst,Senior,Internship,87515,163452,20-06-2024,Startup
1214,Healthcare,NLP Engineer,Entry,Remote,140185,236787,10-09-2025,Large
1215,Healthcare,AI Product Manager,Mid,Internship,52829,97624,13-08-2025,Mid
1216,E-commerce,Data Analyst,Entry,Internship,132513,230452,12-07-2024,Mid
1217,Automotive,AI Researcher,Entry,Remote,84716,150208,22-12-2024,Mid
1218,Tech,Data Analyst,Entry,Internship,57691,76940,08-01-2025,Large
1219,Retail,AI Researcher,Entry,Internship,124533,208279,15-12-2024,Mid
1220,Healthcare,AI Product Manager,Entry,Internship,91133,152395,14-04-2024,Startup
1221,Healthcare,Computer Vision Engineer,Mid,Full-time,45671,90178,03-10-2023,Mid
1222,Finance,ML Engineer,Senior,Contract,82804,138709,17-11-2023,Mid
1223,Tech,ML Engineer,Entry,Internship,91610,132764,28-07-2024,Mid
1224,Finance,Quant Researcher,Entry,Full-time,68574,108118,29-08-2024,Large
1225,Retail,NLP Engineer,Entry,Internship,124562,213852,07-01-2024,Mid
1226,Education,AI Researcher,Mid,Internship,86589,178866,16-03-2024,Large
1227,Education,Quant Researcher,Mid,Remote,93501,130789,07-03-2024,Startup
1228,E-commerce,Data Analyst,Entry,Contract,57590,85895,09-12-2024,Large
1229,Finance,Quant Researcher,Entry,Contract,142708,157155,28-06-2024,Mid
1230,Finance,AI Product Manager,Mid,Internship,140520,166869,11-03-2024,Startup
1231,Tech,AI Product Manager,Senior,Internship,93505,152567,25-03-2024,Startup
1232,Healthcare,Data Scientist,Entry,Full-time,137712,152412,17-06-2024,Startup
1233,Education,AI Product Manager,Senior,Full-time,100873,150041,16-04-2024,Mid
1234,Finance,Data Scientist,Senior,Internship,86191,119779,06-10-2024,Startup
1235,E-commerce,Data Scientist,Entry,Full-time,107174,166157,15-12-2023,Large
1236,E-commerce,AI Product Manager,Senior,Remote,133743,163382,14-06-2025,Startup
1237,Healthcare,NLP Engineer,Entry,Contract,44626,114268,07-09-2025,Startup
1238,Finance,Quant Researcher,Mid,Remote,42058,140636,06-06-2024,Startup
1239,E-commerce,AI Researcher,Entry,Full-time,83416,151596,03-07-2025,Large
1240,Education,AI Researcher,Mid,Full-time,136005,149348,29-10-2023,Large
1241,Education,NLP Engineer,Senior,Contract,142696,209766,31-01-2025,Mid
1242,Finance,AI Researcher,Mid,Remote,57791,105397,23-09-2023,Large
1243,Finance,AI Researcher,Mid,Contract,117104,212155,05-03-2024,Large
1244,Retail,Data Scientist,Entry,Full-time,81222,98058,17-01-2024,Startup
1245,Automotive,Data Analyst,Senior,Contract,136657,216930,20-02-2025,Large
1246,Finance,Computer Vision Engineer,Mid,Contract,117119,152032,19-04-2025,Startup
1247,Healthcare,NLP Engineer,Entry,Full-time,98470,180907,27-02-2024,Large
1248,Tech,AI Researcher,Entry,Internship,120633,178318,12-01-2024,Mid
1249,Healthcare,Quant Researcher,Senior,Contract,95461,193480,23-08-2024,Startup
1250,Automotive,AI Researcher,Mid,Contract,102123,122063,04-10-2023,Mid
1251,Automotive,ML Engineer,Mid,Full-time,111473,178933,15-01-2024,Mid
1252,Retail,Data Analyst,Entry,Contract,128138,226109,29-06-2025,Large
1253,Automotive,Computer Vision Engineer,Senior,Remote,97139,170282,26-02-2024,Mid
1254,Tech,Computer Vision Engineer,Senior,Internship,137454,165905,15-04-2025,Mid
1255,Education,AI Product Manager,Mid,Remote,42730,121043,08-07-2024,Large
1256,Education,NLP Engineer,Senior,Remote,121082,204983,10-07-2025,Startup
1257,Automotive,AI Researcher,Mid,Remote,94437,128266,20-08-2025,Mid
1258,Finance,Computer Vision Engineer,Senior,Remote,67907,106672,31-03-2024,Startup
1259,Automotive,Data Scientist,Entry,Internship,95122,188498,01-04-2025,Mid
1260,Education,Quant Researcher,Senior,Full-time,141020,194689,20-07-2024,Mid
1261,E-commerce,Data Scientist,Senior,Full-time,133090,175529,22-04-2025,Large
1262,Education,Data Analyst,Senior,Contract,96867,163829,24-07-2025,Large
1263,E-commerce,Data Analyst,Entry,Full-time,133145,195186,18-03-2025,Mid
1264,Education,AI Researcher,Mid,Internship,44966,73083,05-11-2024,Large
1265,Healthcare,AI Product Manager,Senior,Full-time,113803,173152,18-01-2024,Mid
1266,E-commerce,AI Researcher,Entry,Full-time,96732,192601,20-02-2025,Large
1267,Retail,Data Analyst,Senior,Full-time,137258,223013,09-01-2024,Startup
1268,Education,Data Scientist,Senior,Remote,129628,217643,19-12-2024,Mid
1269,Education,Data Scientist,Senior,Full-time,98960,171179,18-02-2025,Large
1270,Tech,Quant Researcher,Mid,Full-time,98270,193839,05-06-2024,Large
1271,Education,Data Scientist,Mid,Internship,112886,206291,28-03-2025,Large
1272,Tech,NLP Engineer,Entry,Contract,74842,147593,18-04-2025,Startup
1273,Healthcare,AI Researcher,Entry,Full-time,132532,204945,19-01-2024,Startup
1274,Education,Data Analyst,Entry,Contract,85034,163334,05-09-2025,Startup
1275,Healthcare,AI Researcher,Senior,Full-time,69810,147152,02-01-2024,Mid
1276,Automotive,AI Product Manager,Senior,Contract,123414,145432,31-01-2025,Startup
1277,Automotive,AI Researcher,Senior,Remote,142118,211573,10-02-2025,Mid
1278,Retail,NLP Engineer,Senior,Internship,93048,182709,10-09-2024,Large
1279,Retail,Quant Researcher,Entry,Full-time,143586,192237,23-10-2024,Startup
1280,Automotive,NLP Engineer,Entry,Internship,130633,195258,20-02-2025,Mid
1281,E-commerce,ML Engineer,Entry,Remote,47496,67158,30-05-2024,Large
1282,Finance,Quant Researcher,Senior,Full-time,98888,179005,19-10-2023,Startup
1283,Automotive,Data Analyst,Mid,Remote,68341,101863,10-01-2025,Startup
1284,Retail,NLP Engineer,Mid,Internship,53719,90956,28-03-2024,Startup
1285,Healthcare,Data Scientist,Senior,Contract,85034,137565,06-02-2024,Startup
1286,Automotive,ML Engineer,Senior,Remote,78685,174178,26-03-2025,Startup
1287,Tech,Data Scientist,Entry,Full-time,125195,148007,28-04-2025,Large
1288,E-commerce,Data Analyst,Entry,Full-time,59356,113740,03-03-2025,Large
1289,E-commerce,ML Engineer,Entry,Full-time,98434,136560,18-03-2025,Startup
1290,Tech,ML Engineer,Mid,Remote,114993,167476,30-08-2024,Startup
1291,Finance,Data Scientist,Senior,Remote,44859,105193,22-01-2024,Large
1292,Healthcare,AI Researcher,Senior,Internship,112082,168256,27-12-2024,Startup
1293,Education,Data Analyst,Senior,Remote,74410,152948,22-09-2024,Startup
1294,Retail,Quant Researcher,Entry,Contract,86695,101255,27-06-2024,Mid
1295,Retail,Data Scientist,Mid,Internship,133790,219591,11-07-2025,Startup
1296,Tech,AI Researcher,Mid,Remote,52444,92373,26-10-2023,Large
1297,Finance,Quant Researcher,Mid,Internship,123880,187230,25-05-2025,Mid
1298,Automotive,NLP Engineer,Mid,Full-time,146084,231984,11-10-2024,Large
1299,Healthcare,Computer Vision Engineer,Entry,Contract,56481,84513,16-05-2025,Mid
1300,Retail,NLP Engineer,Senior,Full-time,57340,68602,08-07-2024,Startup
1301,Finance,NLP Engineer,Senior,Full-time,118381,202353,18-09-2025,Startup
1302,Education,NLP Engineer,Mid,Full-time,119065,138839,07-04-2024,Large
1303,Healthcare,AI Product Manager,Entry,Remote,137144,230874,17-07-2025,Large
1304,Retail,Data Scientist,Mid,Remote,55380,126665,18-07-2025,Startup
1305,Automotive,AI Product Manager,Entry,Internship,97367,187232,18-08-2024,Startup
1306,Automotive,NLP Engineer,Mid,Remote,61468,116118,10-09-2024,Large
1307,Tech,Data Analyst,Entry,Remote,115727,146548,26-10-2024,Mid
1308,Retail,Computer Vision Engineer,Mid,Internship,87853,140156,29-06-2024,Startup
1309,Finance,Quant Researcher,Senior,Contract,143861,179759,25-05-2024,Startup
1310,Automotive,NLP Engineer,Senior,Full-time,67012,121933,12-07-2024,Startup
1311,Tech,AI Researcher,Entry,Contract,41971,77635,09-07-2024,Large
1312,Retail,NLP Engineer,Senior,Remote,139502,184795,08-08-2024,Startup
1313,Retail,Quant Researcher,Mid,Full-time,45567,73023,31-01-2024,Startup
1314,Retail,NLP Engineer,Entry,Internship,136733,208599,10-02-2025,Startup
1315,Automotive,Quant Researcher,Mid,Contract,89039,133332,23-09-2024,Mid
1316,E-commerce,Data Scientist,Mid,Contract,115624,135750,03-10-2023,Large
1317,Education,AI Researcher,Mid,Internship,101178,186066,16-04-2024,Large
1318,E-commerce,NLP Engineer,Senior,Remote,123425,181886,13-02-2025,Startup
1319,Education,ML Engineer,Entry,Internship,70478,128940,28-08-2025,Large
1320,E-commerce,Quant Researcher,Mid,Contract,54468,79575,23-03-2024,Large
1321,Retail,ML Engineer,Entry,Internship,118961,131569,28-04-2024,Large
1322,E-commerce,ML Engineer,Senior,Remote,77357,139297,10-03-2025,Mid
1323,Retail,AI Product Manager,Entry,Internship,73723,124812,13-06-2024,Startup
1324,E-commerce,AI Product Manager,Entry,Internship,56407,108451,13-12-2023,Startup
1325,Education,AI Researcher,Senior,Full-time,66257,85472,02-01-2025,Mid
1326,Tech,NLP Engineer,Entry,Remote,119426,210962,12-03-2025,Large
1327,Automotive,AI Researcher,Senior,Contract,143238,190147,06-06-2025,Mid
1328,E-commerce,Data Analyst,Mid,Contract,95911,153606,15-09-2024,Large
1329,E-commerce,NLP Engineer,Entry,Contract,144692,182426,09-08-2024,Large
1330,Finance,AI Product Manager,Mid,Contract,65633,128186,03-09-2025,Large
1331,Education,AI Researcher,Mid,Remote,96745,117500,15-09-2025,Mid
1332,Automotive,AI Researcher,Entry,Remote,90844,116911,23-08-2024,Large
1333,Healthcare,Data Scientist,Senior,Internship,127738,213346,24-02-2025,Large
1334,E-commerce,Computer Vision Engineer,Entry,Remote,40044,122431,05-11-2023,Mid
1335,Healthcare,AI Researcher,Entry,Full-time,87576,154227,17-05-2024,Large
1336,Automotive,AI Researcher,Senior,Full-time,127240,171690,11-12-2023,Large
1337,Education,ML Engineer,Entry,Remote,79966,166524,06-07-2025,Mid
1338,Finance,ML Engineer,Senior,Contract,145861,182592,21-02-2025,Startup
1339,Retail,Data Scientist,Entry,Remote,72218,140897,18-05-2025,Large
1340,Healthcare,ML Engineer,Mid,Full-time,44006,88400,14-04-2024,Mid
1341,Education,Quant Researcher,Entry,Remote,43780,84358,15-01-2024,Mid
1342,Tech,Quant Researcher,Entry,Internship,61249,134740,20-01-2024,Large
1343,Education,Data Analyst,Entry,Internship,149324,195524,04-12-2024,Large
1344,E-commerce,Data Scientist,Entry,Contract,143363,168572,02-09-2025,Startup
1345,Automotive,AI Researcher,Senior,Internship,93073,108827,01-12-2023,Large
1346,Healthcare,Quant Researcher,Entry,Full-time,144902,243389,20-05-2025,Large
1347,Automotive,AI Product Manager,Mid,Contract,73201,96873,21-01-2025,Mid
1348,Tech,AI Product Manager,Entry,Contract,53695,121552,01-02-2024,Large
1349,Retail,ML Engineer,Mid,Contract,42104,140917,29-08-2025,Mid
1350,E-commerce,ML Engineer,Mid,Internship,146786,165131,18-10-2023,Large
1351,E-commerce,AI Researcher,Senior,Contract,52261,62954,30-07-2025,Startup
1352,Automotive,ML Engineer,Entry,Internship,124350,175380,30-01-2024,Large
1353,Education,Computer Vision Engineer,Entry,Internship,122574,158266,06-03-2025,Startup
1354,Education,Data Analyst,Entry,Full-time,50676,79231,29-03-2025,Mid
1355,Retail,AI Product Manager,Mid,Internship,59596,145072,06-07-2024,Large
1356,E-commerce,Quant Researcher,Mid,Remote,52352,106000,12-11-2024,Startup
1357,Automotive,AI Researcher,Senior,Contract,44992,67962,20-05-2024,Startup
1358,Healthcare,AI Product Manager,Mid,Remote,76958,104030,17-10-2024,Startup
1359,Automotive,Data Analyst,Mid,Full-time,113006,141758,03-02-2024,Startup
1360,Education,AI Product Manager,Entry,Internship,110023,151959,28-12-2023,Large
1361,Finance,Computer Vision Engineer,Senior,Internship,139711,223197,01-01-2024,Startup
1362,Tech,Computer Vision Engineer,Mid,Internship,101687,193715,26-09-2023,Large
1363,E-commerce,Computer Vision Engineer,Senior,Remote,148358,235635,16-11-2023,Startup
1364,E-commerce,ML Engineer,Senior,Remote,112045,176528,26-04-2024,Startup
1365,E-commerce,AI Researcher,Senior,Full-time,89570,149201,03-03-2024,Startup
1366,Finance,Data Scientist,Entry,Full-time,47542,119102,12-02-2025,Startup
1367,Retail,Computer Vision Engineer,Mid,Remote,71640,85301,13-08-2025,Large
1368,Healthcare,AI Researcher,Mid,Contract,107629,145979,24-05-2024,Large
1369,Education,Quant Researcher,Senior,Full-time,97661,179130,26-02-2024,Mid
1370,E-commerce,Quant Researcher,Entry,Remote,72703,140316,22-09-2023,Mid
1371,Finance,Data Scientist,Mid,Internship,120028,152472,01-05-2024,Mid
1372,Education,Data Analyst,Mid,Full-time,94017,182469,26-10-2024,Large
1373,E-commerce,Computer Vision Engineer,Senior,Contract,117882,213004,09-03-2024,Startup
1374,Education,AI Product Manager,Senior,Remote,54113,93140,17-08-2025,Large
1375,Automotive,NLP Engineer,Entry,Remote,115738,195091,05-03-2024,Mid
1376,Education,AI Product Manager,Entry,Internship,72794,126656,26-07-2024,Large
1377,Automotive,AI Product Manager,Entry,Full-time,97964,155467,13-07-2025,Mid
1378,Automotive,AI Product Manager,Entry,Full-time,65913,127356,25-05-2024,Mid
1379,Healthcare,Quant Researcher,Mid,Remote,88549,108694,24-07-2024,Large
1380,Finance,ML Engineer,Mid,Internship,134773,213155,20-05-2025,Mid
1381,Finance,Computer Vision Engineer,Mid,Contract,54397,133038,24-06-2025,Large
1382,E-commerce,Data Scientist,Senior,Contract,106470,120224,19-09-2025,Startup
1383,Education,AI Researcher,Mid,Full-time,69114,96062,27-10-2024,Startup
1384,Healthcare,Data Scientist,Mid,Internship,132907,203452,28-08-2025,Large
1385,Finance,Data Analyst,Senior,Remote,46314,103590,16-10-2023,Startup
1386,Automotive,ML Engineer,Entry,Internship,149066,207483,29-08-2025,Startup
1387,Retail,Quant Researcher,Senior,Full-time,125945,180189,27-01-2025,Mid
1388,Retail,Computer Vision Engineer,Mid,Remote,119221,152590,23-01-2024,Mid
1389,Automotive,ML Engineer,Senior,Contract,84230,111464,08-05-2024,Startup
1390,Education,AI Researcher,Senior,Contract,65718,165024,13-01-2025,Startup
1391,Automotive,Quant Researcher,Entry,Internship,117920,214828,28-01-2025,Startup
1392,Tech,Data Scientist,Senior,Internship,139463,235020,08-03-2024,Startup
1393,Education,Quant Researcher,Mid,Contract,125497,137583,08-07-2024,Large
1394,E-commerce,ML Engineer,Senior,Internship,135863,181350,07-12-2023,Large
1395,Healthcare,ML Engineer,Entry,Full-time,106509,131532,06-09-2025,Mid
1396,Tech,NLP Engineer,Entry,Full-time,106378,122693,26-08-2024,Mid
1397,Automotive,Computer Vision Engineer,Mid,Remote,124196,209492,29-11-2024,Large
1398,Healthcare,Data Analyst,Senior,Contract,137549,211945,05-08-2024,Mid
1399,Education,NLP Engineer,Senior,Internship,86557,115492,21-02-2024,Startup
1400,Retail,AI Product Manager,Entry,Full-time,89046,110627,16-12-2024,Mid
1401,Retail,AI Researcher,Mid,Remote,127351,220767,28-12-2024,Large
1402,Retail,ML Engineer,Mid,Internship,122699,207906,30-03-2024,Large
1403,Healthcare,AI Researcher,Entry,Full-time,138388,235443,05-03-2025,Mid
1404,Retail,ML Engineer,Mid,Full-time,117976,189783,22-09-2024,Mid
1405,Retail,Data Analyst,Mid,Remote,120521,199525,25-11-2023,Mid
